rep,method,total_causal_features,causal_removed,causal_remaining,causal_selected,selection_accuracy,selected_features_original,selected_features_truncated,accepted_sets,accepted_pvals
12,shat,6,0,6,6,1.0,"0,1,2,3,4,5,7","0,1,2,3,4,5,7","[(0, 1, 2), (1, 2, 3), (0, 1, 2, 3), (0, 1, 2, 3, 4), (0, 1, 2, 3, 5), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 7)]","[0.31797567420358075, 0.031416460780879035, 0.02972077621864926, 0.026548809974238436, 0.0248129356842903, 0.028521911104217996, 0.016358797152733067]"
12,sgreedy,6,0,6,6,1.0,"0,1,2,3,4,5","0,1,2,3,4,5","[(1, 2, 3), (0, 1, 2, 3), (0, 1, 2, 3, 5), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 7), (0, 1, 2, 3, 4, 5)]","[0.031416460780879035, 0.02972077621864926, 0.0248129356842903, 0.028521911104217996, 0.016358797152733067, 0.028521911104217996]"
12,shat,6,1,5,5,1.0,"1,2,3,4,5","0,1,2,3,4","[(0, 1, 2), (0, 1, 2, 3), (0, 1, 2, 4), (0, 1, 2, 3, 4)]","[0.031416460780879035, 0.11282171964431235, 0.043172113823462345, 0.1331225501312025]"
12,sgreedy,6,1,5,5,1.0,"1,2,3,4,5","0,1,2,3,4","[(0, 1, 2), (0, 1, 2, 4), (0, 1, 2, 3, 4), (0, 1, 2, 3, 4, 6), (0, 1, 2, 3, 4)]","[0.031416460780879035, 0.043172113823462345, 0.1331225501312025, 0.1304872954347483, 0.1331225501312025]"
12,shat,6,2,4,3,0.75,"2,3,4,7","0,1,2,5","[(0, 1, 2, 5)]",[]
12,sgreedy,6,2,4,3,0.75,"2,3,4,7","0,1,2,5","[(0, 1, 2, 5)]",[0.002530512409771683]
12,shat,6,3,3,1,0.3333333333333333,"3,8","0,5","[(0, 5)]",[]
12,sgreedy,6,3,3,0,0.0,7,4,"[(4,)]",[5.222087104361524e-32]
12,shat,6,4,2,0,0.0,7,3,"[(3,)]",[]
12,sgreedy,6,4,2,0,0.0,7,3,"[(3,)]",[5.222087104361524e-32]
12,shat,6,5,1,0,0.0,7,2,"[(2,)]",[]
12,sgreedy,6,5,1,0,0.0,7,2,"[(2,)]",[5.222087104361524e-32]
12,shat,6,6,0,0,0.0,7,1,"[(1,)]",[]
12,sgreedy,6,6,0,0,0.0,7,1,"[(1,)]",[5.222087104361524e-32]
13,shat,6,0,6,6,1.0,"0,1,2,3,4,5","0,1,2,3,4,5","[(3,), (0, 3), (3, 4), (0, 1, 3), (0, 3, 4), (0, 1, 3, 4), (0, 1, 2, 3, 4), (0, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5)]","[0.6348568670451994, 0.40060649890536054, 0.19900921740567667, 0.11543717897907244, 0.44174490864489313, 0.36293596508560666, 0.570831887896303, 0.6574009826339782, 0.6231525715075141]"
13,sgreedy,6,0,6,6,1.0,"0,1,2,3,4,5","0,1,2,3,4,5","[(3,), (3, 4), (0, 3, 4), (0, 1, 3, 4), (0, 1, 2, 3, 4), (0, 1, 2, 3, 4, 5), (0, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5)]","[0.6348568670451994, 0.19900921740567667, 0.44174490864489313, 0.36293596508560666, 0.570831887896303, 0.6231525715075141, 0.6574009826339782, 0.6231525715075141]"
13,shat,6,1,5,4,0.8,"1,2,3,4,8","0,1,2,3,7","[(2,), (0, 2), (2, 3), (0, 2, 3), (0, 1, 2, 3), (0, 1, 2, 3, 4), (0, 1, 2, 3, 7)]","[0.6348568670451994, 0.6989250616771772, 0.19900921740567667, 0.207042928069202, 0.5613656542306911, 0.5753180888978835, 0.04141724485289691]"
13,sgreedy,6,1,5,4,0.8,"1,2,3,4","0,1,2,3","[(2,), (2, 3), (0, 2, 3), (0, 1, 2, 3), (0, 1, 2, 3, 7), (0, 1, 2, 3)]","[0.6348568670451994, 0.19900921740567667, 0.207042928069202, 0.5613656542306911, 0.04141724485289691, 0.5613656542306911]"
13,shat,6,2,4,4,1.0,"2,3,4,5,8","0,1,2,3,6","[(1,), (0, 1), (0, 2), (1, 2), (0, 1, 2), (0, 1, 2, 3), (0, 1, 2, 6), (0, 1, 2, 3, 6)]","[0.6348568670451994, 0.21371001496307415, 0.012364148587702102, 0.19900921740567667, 0.41257304868464617, 0.4280268222962692, 0.02356339027105972, 0.0617500770693376]"
13,sgreedy,6,2,4,3,0.75,"2,3,4,8","0,1,2,6","[(1,), (1, 2), (0, 1, 2), (0, 1, 2, 6), (0, 1, 2, 3, 6), (0, 1, 2, 6)]","[0.6348568670451994, 0.19900921740567667, 0.4125730486847342, 0.02356339027105972, 0.0617500770693376, 0.02356339027105972]"
13,shat,6,3,3,3,1.0,"3,4,5","0,1,2","[(0,), (0, 1), (0, 1, 2)]","[0.6348568670451994, 0.19900921740567667, 0.18633749839803476]"
13,sgreedy,6,3,3,2,0.6666666666666666,"3,4","0,1","[(0,), (0, 1), (0, 1, 2), (0, 1)]","[0.6348568670451994, 0.19900921740567667, 0.18633749839803476, 0.19900921740567667]"
13,shat,6,4,2,2,1.0,"4,5,9","0,1,5","[(6,), (0, 5), (0, 1, 5)]","[0.01062730304719258, 0.04432455417599003, 0.01312924466312248]"
13,sgreedy,6,4,2,0,0.0,"9,10","5,6","[(6,), (5, 6), (1, 5, 6), (5, 6)]","[0.01062730304719258, 0.010570737281525206, 0.01039081638282523, 0.010570737281525206]"
13,shat,6,5,1,1,1.0,"5,9,10","0,4,5","[(5,), (4, 5), (0, 4, 5)]","[0.01062730304719258, 0.010570737281525206, 0.01039081638282523]"
13,sgreedy,6,5,1,0,0.0,"9,10","4,5","[(5,), (4, 5), (0, 4, 5), (4, 5)]","[0.01062730304719258, 0.010570737281525206, 0.01039081638282523, 0.010570737281525206]"
13,shat,6,6,0,0,0.0,"9,10","3,4","[(4,), (3, 4)]","[0.01062730304719258, 0.010570737281525206]"
13,sgreedy,6,6,0,0,0.0,10,4,"[(4,), (3, 4), (4,)]","[0.01062730304719258, 0.010570737281525206, 0.01062730304719258]"
14,shat,6,0,6,5,0.8333333333333334,"0,1,3,4,5,8,10,11","0,1,3,4,5,8,10,11","[(0, 1, 3, 4), (0, 1, 2, 3, 4), (0, 1, 3, 4, 5), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 10), (0, 1, 3, 4, 5, 8, 10), (0, 1, 3, 4, 5, 8, 10, 11)]","[0.04803727539895564, 0.09417508874006147, 0.389731764862828, 0.3776145650139001, 0.043461323406981694, 0.034095605123424855, 0.010129320858821948]"
14,sgreedy,6,0,6,3,0.5,"1,2,3,8,9,11","1,2,3,8,9,11","[(1, 2, 3, 8, 9, 11)]",[2.3008806842543127e-12]
14,shat,6,1,5,3,0.6,"1,3,5,11","0,2,4,10","[(0, 2, 4, 10)]",[]
14,sgreedy,6,1,5,3,0.6,"1,2,3,8,9,11","0,1,2,7,8,10","[(0, 1, 2, 7, 8, 10)]",[2.3008806842543127e-12]
14,shat,6,2,4,2,0.5,"2,3,8,9,11","0,1,6,7,9","[(0, 1, 6, 7, 9)]",[]
14,sgreedy,6,2,4,2,0.5,"2,3,8,9,11","0,1,6,7,9","[(0, 1, 6, 7, 9)]",[6.02101130419008e-13]
14,shat,6,3,3,1,0.3333333333333333,"3,8,9,11","0,5,6,8","[(0, 5, 6, 8)]",[]
14,sgreedy,6,3,3,1,0.3333333333333333,"3,8,9,11","0,5,6,8","[(0, 5, 6, 8)]",[3.277868992421607e-16]
14,shat,6,4,2,0,0.0,"8,9,11","4,5,7","[(4, 5, 7)]",[]
14,sgreedy,6,4,2,0,0.0,"8,9,11","4,5,7","[(4, 5, 7)]",[3.487677366159006e-23]
14,shat,6,5,1,0,0.0,"8,9,11","3,4,6","[(3, 4, 6)]",[]
14,sgreedy,6,5,1,0,0.0,"8,9,11","3,4,6","[(3, 4, 6)]",[3.487677366159006e-23]
14,shat,6,6,0,0,0.0,"8,9,11","2,3,5","[(2, 3, 5)]",[]
14,sgreedy,6,6,0,0,0.0,"8,9,11","2,3,5","[(2, 3, 5)]",[3.487677366159006e-23]
15,shat,6,0,6,6,1.0,"0,1,2,3,4,5,9","0,1,2,3,4,5,9","[(0, 2, 3), (1, 2, 3), (0, 1, 2, 3), (1, 2, 3, 4), (0, 1, 2, 3, 4), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 9)]","[0.02357074893773602, 0.10925201573489543, 0.19429532272437844, 0.866948542270783, 0.6108908509574336, 0.5627297541823475, 0.046233596009635794]"
15,sgreedy,6,0,6,6,1.0,"0,1,2,3,4,5","0,1,2,3,4,5","[(1, 2, 3), (1, 2, 3, 4), (0, 1, 2, 3, 4), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 9), (0, 1, 2, 3, 4, 5)]","[0.10925201573489543, 0.866948542270783, 0.6108908509574336, 0.5627297541823475, 0.046233596009635794, 0.5627297541823475]"
15,shat,6,1,5,5,1.0,"1,2,3,4,5,9","0,1,2,3,4,8","[(0, 1, 2), (0, 1, 2, 3), (0, 1, 2, 3, 4), (0, 1, 2, 3, 8), (0, 1, 2, 3, 4, 8)]","[0.10925201573489543, 0.866948542270783, 0.8244810457326903, 0.08491510955217349, 0.07166198039814772]"
15,sgreedy,6,1,5,4,0.8,"1,2,3,4,9","0,1,2,3,8","[(0, 1, 2), (0, 1, 2, 3), (0, 1, 2, 3, 8), (0, 1, 2, 3, 4, 8), (0, 1, 2, 3, 8)]","[0.10925201573489543, 0.866948542270783, 0.08491510955217349, 0.07166198039814772, 0.08491510955217349]"
15,shat,6,2,4,2,0.5,"2,3","0,1","[(0, 1)]",[]
15,sgreedy,6,2,4,2,0.5,"2,3","0,1","[(0, 1)]",[0.0012862930097205768]
15,shat,6,3,3,3,1.0,"3,4,5,7,8,10,11","0,1,2,4,5,7,8","[(0, 1, 2, 4, 5, 7, 8)]",[]
15,sgreedy,6,3,3,2,0.6666666666666666,"3,5","0,2","[(0, 2)]",[2.279375962756655e-16]
15,shat,6,4,2,2,1.0,"4,5,9","0,1,5","[(0, 1, 5)]",[]
15,sgreedy,6,4,2,2,1.0,"4,5,9","0,1,5","[(0, 1, 5)]",[2.0474425827557063e-20]
15,shat,6,5,1,1,1.0,"5,7,8,9,11","0,2,3,4,6","[(0, 2, 3, 4, 6)]",[]
15,sgreedy,6,5,1,1,1.0,"5,9","0,4","[(0, 4)]",[6.47094241221824e-33]
15,shat,6,6,0,0,0.0,"7,8,11","1,2,5","[(1, 2, 5)]",[]
15,sgreedy,6,6,0,0,0.0,"7,8,11","1,2,5","[(1, 2, 5)]",[8.369849720525984e-22]
16,shat,6,0,6,5,0.8333333333333334,"0,1,3,4,5","0,1,3,4,5","[(4,), (0, 4), (4, 5), (0, 4, 5), (0, 3, 4, 5), (0, 1, 3, 4, 5)]","[0.010099496787558242, 0.5950133359022101, 0.17383073117930012, 0.37951710704546243, 0.45746761184698626, 0.5414925712211607]"
16,sgreedy,6,0,6,5,0.8333333333333334,"0,1,3,4,5","0,1,3,4,5","[(4,), (4, 5), (0, 4, 5), (0, 3, 4, 5), (0, 1, 3, 4, 5), (0, 1, 3, 4, 5, 7), (0, 1, 3, 4, 5)]","[0.010099496787558242, 0.17383073117930012, 0.37951710704546243, 0.45746761184698626, 0.5414925712211607, 0.17724350047250778, 0.5414925712211607]"
16,shat,6,1,5,5,1.0,"1,2,3,4,5","0,1,2,3,4","[(3,), (0, 3), (2, 4), (3, 4), (0, 3, 4), (1, 3, 4), (2, 3, 4), (0, 2, 3, 4), (1, 2, 3, 4), (0, 1, 2, 3, 4)]","[0.010099496787558242, 0.03218720600081376, 0.4244475553248356, 0.17383073117930012, 0.18847472623262806, 0.1167638723250483, 0.5226680643739989, 0.5486512510293085, 0.3235273597817013, 0.3391606150499305]"
16,sgreedy,6,1,5,5,1.0,"1,2,3,4,5","0,1,2,3,4","[(3,), (3, 4), (2, 3, 4), (1, 2, 3, 4), (0, 1, 2, 3, 4), (0, 1, 2, 3, 4, 6), (0, 1, 2, 3, 4)]","[0.010099496787558242, 0.17383073117930012, 0.5226680643739989, 0.3235273597817013, 0.3391606150499305, 0.02888300211420992, 0.3391606150499305]"
16,shat,6,2,4,4,1.0,"2,3,4,5,7","0,1,2,3,5","[(2,), (1, 3), (2, 3), (0, 2, 3), (1, 2, 3), (0, 1, 2, 3), (0, 1, 2, 3, 5)]","[0.010099496787558242, 0.4244475553248356, 0.17383073117930012, 0.1167638723250483, 0.5226680643739989, 0.3235273597817013, 0.027625903998965806]"
16,sgreedy,6,2,4,4,1.0,"2,3,4,5","0,1,2,3","[(2,), (2, 3), (1, 2, 3), (0, 1, 2, 3), (0, 1, 2, 3, 5), (0, 1, 2, 3)]","[0.010099496787558242, 0.17383073117930012, 0.5226680643739989, 0.3235273597817013, 0.027625903998965806, 0.3235273597817013]"
16,shat,6,3,3,3,1.0,"3,4,5,7","0,1,2,4","[(1,), (0, 2), (1, 2), (0, 1, 2), (0, 1, 2, 4)]","[0.010099496787558242, 0.4244475553248356, 0.17383073117930012, 0.5226680643739989, 0.01035243562944899]"
16,sgreedy,6,3,3,3,1.0,"3,4,5","0,1,2","[(1,), (1, 2), (0, 1, 2), (0, 1, 2, 4), (0, 1, 2)]","[0.010099496787558242, 0.17383073117930012, 0.5226680643739989, 0.01035243562944899, 0.5226680643739989]"
16,shat,6,4,2,2,1.0,"4,5","0,1","[(0,), (0, 1)]","[0.010099496787558242, 0.17383073117930012]"
16,sgreedy,6,4,2,1,0.5,4,0,"[(0,), (0, 1), (0,)]","[0.010099496787558242, 0.17383073117930012, 0.010099496787558242]"
16,shat,6,5,1,1,1.0,5,0,"[(0,)]",[]
16,sgreedy,6,5,1,1,1.0,5,0,"[(0,)]",[0.0031690680781920107]
16,shat,6,6,0,0,0.0,7,1,"[(1,)]",[]
16,sgreedy,6,6,0,0,0.0,7,1,"[(1,)]",[1.0253741617805402e-14]
17,shat,6,0,6,3,0.5,"0,1,3,6,9","0,1,3,6,9","[(0, 3, 5), (0, 1, 3, 5), (0, 1, 3, 6), (0, 1, 2, 3, 6), (0, 1, 3, 6, 9)]","[0.04098109951069008, 0.019611888844514255, 0.018531081400678093, 0.02666747854426081, 0.03564972354880548]"
17,sgreedy,6,0,6,3,0.5,"0,1,4,7","0,1,4,7","[(0, 1, 4, 7)]",[0.00015968191495236152]
17,shat,6,1,5,2,0.4,"1,2,7","0,1,6","[(0, 1, 6)]",[]
17,sgreedy,6,1,5,2,0.4,"1,2,7","0,1,6","[(0, 1, 6)]",[7.378292701483318e-10]
17,shat,6,2,4,3,0.75,"2,3,5,7","0,1,3,5","[(0, 1, 3, 5)]",[]
17,sgreedy,6,2,4,0,0.0,7,5,"[(5,)]",[1.9908365745872395e-32]
17,shat,6,3,3,2,0.6666666666666666,"3,5,7","0,2,4","[(0, 2, 4)]",[]
17,sgreedy,6,3,3,0,0.0,7,4,"[(4,)]",[1.9908365745872395e-32]
17,shat,6,4,2,0,0.0,7,3,"[(3,)]",[]
17,sgreedy,6,4,2,0,0.0,7,3,"[(3,)]",[1.9908365745872395e-32]
17,shat,6,5,1,0,0.0,7,2,"[(2,)]",[]
17,sgreedy,6,5,1,0,0.0,7,2,"[(2,)]",[1.9908365745872395e-32]
17,shat,6,6,0,0,0.0,7,1,"[(1,)]",[]
17,sgreedy,6,6,0,0,0.0,7,1,"[(1,)]",[1.9908365745872395e-32]
18,shat,6,0,6,5,0.8333333333333334,"0,1,3,4,5","0,1,3,4,5","[(1, 3), (0, 1, 5), (1, 3, 5), (0, 1, 3, 5), (0, 1, 2, 3, 5), (0, 1, 3, 4, 5)]","[0.12258879364603957, 0.413392032943816, 0.33895211832842786, 0.5979079721764692, 0.6137783795744844, 0.7922224533412175]"
18,sgreedy,6,0,6,5,0.8333333333333334,"0,1,3,4,5","0,1,3,4,5","[(1, 3), (1, 3, 5), (0, 1, 3, 5), (0, 1, 3, 4, 5), (0, 1, 2, 3, 4, 5), (0, 1, 3, 4, 5)]","[0.12258879364603957, 0.33895211832842786, 0.5979079721764692, 0.7922224533412175, 0.7801887592117969, 0.7922224533412175]"
18,shat,6,1,5,5,1.0,"1,2,3,4,5","0,1,2,3,4","[(0, 2), (0, 2, 4), (0, 1, 2, 4), (0, 2, 3, 4), (0, 1, 2, 3, 4)]","[0.12258879364603957, 0.33895211832842786, 0.260519355290471, 0.6897573906286683, 0.5332043323058453]"
18,sgreedy,6,1,5,4,0.8,"1,3,4,5","0,2,3,4","[(0, 2), (0, 2, 4), (0, 2, 3, 4), (0, 1, 2, 3, 4), (0, 2, 3, 4)]","[0.12258879364603957, 0.33895211832842786, 0.6897573906286683, 0.5332043323058453, 0.6897573906286683]"
18,shat,6,2,4,2,0.5,"3,5,7","1,3,5","[(1, 3, 5)]",[]
18,sgreedy,6,2,4,2,0.5,"3,5,7","1,3,5","[(1, 3, 5)]",[0.007383028021606145]
18,shat,6,3,3,2,0.6666666666666666,"3,5,7","0,2,4","[(0, 2, 4)]",[]
18,sgreedy,6,3,3,2,0.6666666666666666,"3,5,7","0,2,4","[(0, 2, 4)]",[0.007383028021606145]
18,shat,6,4,2,2,1.0,"4,5","0,1","[(0, 1)]",[]
18,sgreedy,6,4,2,2,1.0,"4,5","0,1","[(0, 1)]",[1.056896032515195e-16]
18,shat,6,5,1,1,1.0,5,0,"[(0,)]",[]
18,sgreedy,6,5,1,1,1.0,5,0,"[(0,)]",[1.7561072242871512e-25]
18,shat,6,6,0,0,0.0,"6,8,9","0,2,3","[(0, 2, 3)]",[]
18,sgreedy,6,6,0,0,0.0,"6,8,9","0,2,3","[(0, 2, 3)]",[1.8423515999530925e-43]
19,shat,6,0,6,6,1.0,"0,1,2,3,4,5,7","0,1,2,3,4,5,7","[(0, 3, 7), (0, 1, 2, 4), (0, 1, 3, 4), (0, 1, 2, 3, 4), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 7)]","[0.2390392278894522, 0.01906670688803282, 0.12821541300534187, 0.41376637112436554, 0.7654340471092211, 0.7005024775753359]"
19,sgreedy,6,0,6,6,1.0,"0,1,2,3,4,5,7","0,1,2,3,4,5,7","[(0, 3, 7), (0, 1, 3, 7), (0, 1, 3, 4, 7), (0, 1, 2, 3, 4, 7), (0, 1, 2, 3, 4, 5, 7), (0, 1, 2, 3, 4, 5), (0, 1, 2, 3, 4, 5, 7)]","[0.2390392278894522, 0.19537099394259605, 0.7889305502932805, 0.34749270010022587, 0.7005024775753359, 0.7654340471092211, 0.7005024775753359]"
19,shat,6,1,5,4,0.8,"2,3,4,5","1,2,3,4","[(1, 2, 3, 4)]",[]
19,sgreedy,6,1,5,4,0.8,"2,3,4,5","1,2,3,4","[(1, 2, 3, 4)]",[3.1574650158028454e-05]
19,shat,6,2,4,4,1.0,"2,3,4,5","0,1,2,3","[(0, 1, 2, 3)]",[]
19,sgreedy,6,2,4,4,1.0,"2,3,4,5","0,1,2,3","[(0, 1, 2, 3)]",[3.1574650158028454e-05]
19,shat,6,3,3,3,1.0,"3,4,5","0,1,2","[(0, 1, 2)]",[]
19,sgreedy,6,3,3,0,0.0,7,4,"[(4,)]",[1.4052461480691959e-37]
19,shat,6,4,2,2,1.0,"4,5,7","0,1,3","[(0, 1, 3)]",[]
19,sgreedy,6,4,2,0,0.0,7,3,"[(3,)]",[1.4052461480691959e-37]
19,shat,6,5,1,0,0.0,7,2,"[(2,)]",[]
19,sgreedy,6,5,1,0,0.0,7,2,"[(2,)]",[1.4052461480691959e-37]
19,shat,6,6,0,0,0.0,7,1,"[(1,)]",[]
19,sgreedy,6,6,0,0,0.0,7,1,"[(1,)]",[1.4052461480691959e-37]
