Predictions	Y	Residuals
524.963489	488.000000	36.963489
472.554495	355.000000	117.554495
419.530158	415.000000	4.530158
582.259460	930.000000	347.740540
531.653657	887.200000	355.546343
546.735187	620.000000	73.264813
459.168124	513.000000	53.831876
491.423138	540.000000	48.576862
802.222731	925.000000	122.777269
583.724029	805.000000	221.275971
383.130958	562.500000	179.369042
447.339646	759.000000	311.660354
484.013013	650.000000	165.986987
438.841777	380.000000	58.841777
686.413768	762.000000	75.586232
481.771023	340.000000	141.771023
321.027648	269.500000	51.527648
411.951100	388.000000	23.951100
557.538197	620.000000	62.461803
532.328021	599.995000	67.666979
670.815802	645.000000	25.815802
402.316127	422.500000	20.183873
532.018958	605.000000	72.981042
483.963333	640.000000	156.036667
789.928699	812.000000	22.071301
372.541192	640.000000	267.458808
456.225702	500.000000	43.774298
393.247144	415.000000	21.752856
602.025104	690.000000	87.974896
597.938726	765.000000	167.061274
444.431785	360.000000	84.431785
497.367955	608.000000	110.632045
407.398461	500.000000	92.601539
698.835793	825.000000	126.164207
547.980632	509.000000	38.980632
718.005410	660.000000	58.005410
507.655521	600.000000	92.344479
309.219987	250.000000	59.219987
631.511613	650.000000	18.488387
444.681373	465.000000	20.318627
549.411068	533.000000	16.411068
379.156137	341.000000	38.156137
490.351546	620.000000	129.648454
430.766244	580.000000	149.233756
560.153191	677.000000	116.846809
428.124235	326.000000	102.124235
433.068759	342.000000	91.068759
406.099534	442.000000	35.900466
531.421053	569.000000	37.578947
582.209741	605.000000	22.790259
532.978178	560.000000	27.021822
548.466888	520.000000	28.466888
528.354398	440.000000	88.354398
479.268301	645.000000	165.731699
520.454828	625.000000	104.545172
790.959670	650.000000	140.959670
467.203041	747.000000	279.796959
560.715128	485.000000	75.715128
483.187508	563.000000	79.812492
559.261324	658.500000	99.238676
767.074882	780.000000	12.925118
461.191472	855.000000	393.808528
521.912564	480.000000	41.912564
484.894214	474.800000	10.094214
372.195094	428.000000	55.804906
543.622852	565.000000	21.377148
695.431577	748.000000	52.568423
415.826507	425.000000	9.173493
497.624998	700.000000	202.375002
320.986481	340.000000	19.013519
492.887119	575.000000	82.112881
340.094686	325.000000	15.094686
386.818438	427.000000	40.181562
545.824146	705.000000	159.175854
604.916117	579.000000	25.916117
328.135842	430.000000	101.864158
516.468313	420.000000	96.468313
457.647103	599.950000	142.302897
667.724823	850.000000	182.275177
482.160562	615.000000	132.839438
625.990969	700.000000	74.009031
506.647484	539.950000	33.302516
427.235182	412.000000	15.235182
532.344649	925.000000	392.655351
514.434336	499.000000	15.434336
585.333930	791.000000	205.666070
419.388489	415.000000	4.388489
652.311059	818.000000	165.688941
502.994859	660.000000	157.005141
521.294814	538.000000	16.705186
555.056588	765.000000	209.943412
633.769451	799.000000	165.230549
658.981480	665.000000	6.018520
489.464585	413.450000	76.014585
487.913612	405.000000	82.913612
596.738911	640.000000	43.261089
490.843954	526.500000	35.656046
595.989517	625.000000	29.010483
525.058178	770.000000	244.941822
417.219864	399.950000	17.269864
664.722920	900.000000	235.277080
473.954894	575.000000	101.045106
533.548707	611.000000	77.451293
397.082954	435.000000	37.917046
387.048606	315.000000	72.048606
500.484513	760.000000	259.515487
537.919252	560.000000	22.080748
495.499506	635.500000	140.000494
444.102500	476.000000	31.897500
456.280110	517.000000	60.719890
581.128247	504.500000	76.628247
735.001578	850.000000	114.998422
675.958195	820.000000	144.041805
617.069485	875.000000	257.930515
439.989872	530.000000	90.010128
417.216594	387.000000	30.216594
613.553406	835.000000	221.446594
478.748458	540.000000	61.251542
486.983746	345.000000	141.983746
355.709729	312.500000	43.209729
418.033080	504.200000	86.166920
443.392457	580.000000	136.607543
428.334406	290.000000	138.334406
366.604032	405.000000	38.395968
441.750390	562.000000	120.249610
400.180234	291.000000	109.180234
453.041287	345.000000	108.041287
431.258347	543.000000	111.741653
455.278309	660.000000	204.721691
623.336909	580.000000	43.336909
415.272701	399.000000	16.272701
492.673212	414.950000	77.723212
453.474224	523.950000	70.475776
409.579512	449.950000	40.370488
512.419762	436.110000	76.309762
481.594051	380.000000	101.594051
471.367872	622.000000	150.632128
459.348238	619.000000	159.651762
506.923563	547.500000	40.576437
307.926832	245.000000	62.926832
412.426511	343.000000	69.426511
462.531623	650.000000	187.468377
483.595437	635.000000	151.404563
440.804122	667.000000	226.195878
457.219616	660.000000	202.780384
470.383362	602.000000	131.616638
457.356104	360.000000	97.356104
477.205172	550.000000	72.794828
453.393097	500.000000	46.606903
433.013977	306.000000	127.013977
468.585593	525.000000	56.414407
457.363744	672.000000	214.636256
482.674254	375.000000	107.674254
623.337451	580.000000	43.337451
464.303529	467.000000	2.696471
494.524510	565.000000	70.475490
448.375289	609.000000	160.624711
539.898458	625.000000	85.101542
456.548408	344.000000	112.548408
453.855389	385.000000	68.855389
489.435452	482.500000	6.935452
490.852324	379.000000	111.852324
489.719072	375.000000	114.719072
452.927301	355.000000	97.927301
435.206651	500.000000	64.793349
563.663959	670.000000	106.336041
449.940414	560.000000	110.059586
437.035043	319.950000	117.085043
432.089125	425.000000	7.089125
457.757350	515.000000	57.242650
475.021582	350.000000	125.021582
461.627819	376.000000	85.627819
453.544719	359.000000	94.544719
433.138652	500.000000	66.861348
432.917443	625.000000	192.082557
468.387448	563.500000	95.112552
306.853921	239.000000	67.853921
560.545267	674.600000	114.054733
365.276683	450.000000	84.723317
436.209622	399.995000	36.214622
457.521667	369.950000	87.571667
708.587525	595.000000	113.587525
448.659273	375.000000	73.659273
477.260631	565.000000	87.739369
462.027875	356.000000	106.027875
457.303359	401.000000	56.303359
412.215535	420.000000	7.784465
471.265864	336.000000	135.265864
427.023983	580.000000	152.976017
463.513131	355.000000	108.513131
437.012415	350.000000	87.012415
570.131211	650.000000	79.868789
488.242472	375.000000	113.242472
502.978498	630.500000	127.521502
448.517793	610.000000	161.482207
479.547597	671.500000	191.952403
478.511266	559.000000	80.488734
416.895960	441.750000	24.854040
545.452661	716.000000	170.547339
332.741957	453.000000	120.258043
434.567474	539.900000	105.332526
479.886852	375.000000	104.886852
353.339392	245.000000	108.339392
456.504453	344.000000	112.504453
413.721024	331.000000	82.721024
382.074152	339.950000	42.124152
453.676692	370.000000	83.676692
448.768346	455.000000	6.231654
484.132912	598.500000	114.367088
470.106001	374.950000	95.156001
466.612803	485.000000	18.387197
414.338004	410.000000	4.338004
449.963474	375.000000	74.963474
418.419742	349.000000	69.419742
416.837516	450.000000	33.162484
440.741606	504.600000	63.858394
452.934096	535.000000	82.065904
490.006365	385.000000	105.006365
448.368235	610.000000	161.631765
468.787478	482.000000	13.212522
468.787749	475.000000	6.212251
410.618516	459.000000	48.381484
538.630054	690.000000	151.369946
478.919209	610.950000	132.030791
428.557472	475.000000	46.442528
467.484258	520.000000	52.515742
488.242472	360.000000	128.242472
298.190451	292.500000	5.690451
389.813053	301.000000	88.813053
214.533215	204.000000	10.533215
323.371056	349.000000	25.628944
366.972746	297.000000	69.972746
195.829640	265.000000	69.170360
355.957700	390.000000	34.042300
472.300866	328.500000	143.800866
231.731913	255.000000	23.268087
443.290704	348.000000	95.290704
347.665588	325.000000	22.665588
453.698011	328.500000	125.198011
280.447239	232.000000	48.447239
386.175289	342.000000	44.175289
197.774408	249.000000	51.225592
301.364316	331.500000	30.135684
244.196006	223.000000	21.196006
572.452925	480.000000	92.452925
269.763604	225.000000	44.763604
221.945741	260.000000	38.054259
357.752315	308.000000	49.752315
325.826635	361.000000	35.173365
230.139202	166.600000	63.539202
439.934779	395.000000	44.934779
215.812550	291.500000	75.687450
263.469115	253.000000	10.469115
346.569322	323.000000	23.569322
288.735032	249.500000	39.235032
411.922527	267.500000	144.422527
340.060270	254.000000	86.060270
234.657259	234.000000	0.657259
396.402885	350.000000	46.402885
227.891726	284.000000	56.108274
330.098920	285.000000	45.098920
329.432555	225.000000	104.432555
261.945109	234.000000	27.945109
426.487778	354.000000	72.487778
140.068558	180.000000	39.931442
465.482236	399.000000	66.482236
299.274950	270.000000	29.274950
286.269541	264.000000	22.269541
299.504159	337.000000	37.495841
794.682785	610.000000	184.682785
422.418258	340.000000	82.418258
545.212054	440.000000	105.212054
164.472818	219.900000	55.427182
449.921117	372.000000	77.921117
463.665976	315.000000	148.665976
335.068167	412.000000	76.931833
202.020527	210.000000	7.979473
460.889101	399.950000	60.939101
354.022555	307.000000	47.022555
166.231253	150.000000	16.231253
288.710709	199.000000	89.710709
279.294408	264.950000	14.344408
266.688456	270.000000	3.311544
450.320617	347.000000	103.320617
247.146437	210.000000	37.146437
250.614388	225.000000	25.614388
664.343520	739.500000	75.156480
348.735590	325.000000	23.735590
207.511450	232.000000	24.488550
310.576409	365.000000	54.423591
390.473360	445.000000	54.526640
353.335025	332.000000	21.335025
480.920258	390.000000	90.920258
294.951124	235.000000	59.951124
388.352718	399.950000	11.597282
463.603231	355.000000	108.603231
223.433304	257.500000	34.066696
471.674142	350.000000	121.674142
240.908733	347.500000	106.591267
367.999145	310.000000	57.999145
229.870947	195.000000	34.870947
270.126304	282.000000	11.873696
152.256923	209.000000	56.743077
337.222236	392.000000	54.777764
202.040685	210.000000	7.959315
285.900632	219.950000	65.950632
148.071646	203.000000	54.928354
360.600953	325.000000	35.600953
315.905071	285.000000	30.905071
367.362529	270.000000	97.362529
511.376234	530.000000	18.623766
237.853545	208.000000	29.853545
393.082298	428.000000	34.917702
618.942324	549.900000	69.042324
239.568853	207.500000	32.068853
158.567962	200.000000	41.432038
429.596920	373.000000	56.596920
187.253481	209.950000	22.696519
365.004988	350.000000	15.004988
232.659288	200.000000	32.659288
424.104647	350.000000	74.104647
544.161975	464.000000	80.161975
319.155113	335.000000	15.844887
210.909320	157.340000	53.569320
502.837582	375.000000	127.837582
236.631866	214.946000	21.685866
429.334206	359.950000	69.384206
529.752167	540.000000	10.247833
357.857564	311.000000	46.857564
288.282692	282.500000	5.782692
326.508563	269.900000	56.608563
278.182500	246.700000	31.482500
394.048895	350.000000	44.048895
227.466208	245.000000	17.533792
281.939150	260.000000	21.939150
218.718047	230.000000	11.281953
244.535656	160.134000	84.401656
273.929533	270.000000	3.929533
313.370169	285.000000	28.370169
332.872525	327.000000	5.872525
523.180354	444.900000	78.280354
380.943701	312.000000	68.943701
249.597020	302.500000	52.902980
276.597862	238.000000	38.597862
316.892808	248.500000	68.392808
273.942478	219.000000	54.942478
321.070767	354.800000	33.729233
429.035178	410.000000	19.035178
325.582466	261.000000	64.582466
208.718899	186.000000	22.718899
458.922263	386.500000	72.422263
431.076727	439.950000	8.873273
516.110608	350.000000	166.110608
687.686143	859.000000	171.313857
329.095267	311.000000	18.095267
394.968306	310.000000	84.968306
407.423993	355.000000	52.423993
440.082671	397.450000	42.632671
136.936435	199.990000	63.053565
222.682446	288.000000	65.317554
85.942725	210.000000	124.057275
415.051925	322.200000	92.851925
141.681741	179.000000	37.318259
549.804213	425.000000	124.804213
135.168497	232.000000	96.831503
458.195667	485.000000	26.804333
216.452389	227.500000	11.047611
277.291521	242.500000	34.791521
408.028522	336.000000	72.028522
286.907983	286.900000	0.007983
152.547686	216.500000	63.952314
382.543265	325.000000	57.543265
438.212292	411.000000	27.212292
201.556793	278.000000	76.443207
396.119098	345.950000	50.169098
216.195138	209.900000	6.295138
256.859494	199.000000	57.859494
364.313901	325.900000	38.413901
461.895512	464.950000	3.054488
228.767257	247.200000	18.432743
473.072565	350.000000	123.072565
506.676836	409.124000	97.552836
594.939561	490.000000	104.939561
398.258838	325.000000	73.258838
308.423996	306.500000	1.923996
269.571341	215.000000	54.571341
152.053515	178.000000	25.946485
685.250539	725.000000	39.749461
188.062110	152.000000	36.062110
286.875609	284.000000	2.875609
330.458561	305.000000	25.458561
236.018723	255.000000	18.981277
227.580359	199.500000	28.080359
298.046191	254.000000	44.046191
226.617734	234.000000	7.382266
345.742529	303.000000	42.742529
144.273980	176.000000	31.726020
562.958468	449.950000	113.008468
418.492729	432.000000	13.507271
139.557592	198.000000	58.442408
198.361988	215.000000	16.638012
282.093336	255.000000	27.093336
242.716523	237.950000	4.766523
250.660047	215.000000	35.660047
307.005827	390.000000	82.994173
243.274053	280.000000	36.725947
393.275464	243.500000	149.775464
229.013254	279.900000	50.886746
513.781327	409.000000	104.781327
491.275647	345.000000	146.275647
332.077123	304.000000	28.077123
505.510441	450.000000	55.510441
197.167785	175.409000	21.758785
561.187122	455.000000	106.187122
393.357331	319.000000	74.357331
371.648983	325.000000	46.648983
393.454801	300.000000	93.454801
367.544017	363.000000	4.544017
284.260976	300.000000	15.739024
391.368880	250.000000	141.368880
386.454040	299.900000	86.554040
244.400261	310.000000	65.599739
118.463209	195.000000	76.536791
537.928631	440.000000	97.928631
683.319569	575.000000	108.319569
252.316595	222.000000	30.316595
57.033971	120.000000	62.966029
294.173798	305.000000	10.826202
539.528491	454.000000	85.528491
236.993467	550.000000	313.006533
346.875963	279.000000	67.875963
263.846017	309.933000	46.086983
371.325079	260.000000	111.325079
285.797819	300.000000	14.202181
281.294019	269.950000	11.344019
454.360220	329.000000	125.360220
214.358259	256.500000	42.141741
411.577257	339.950000	71.627257
261.505661	285.000000	23.494339
152.260520	189.000000	36.739480
521.302861	435.000000	86.302861
285.633560	285.000000	0.633560
504.112501	459.950000	44.162501
185.594926	533.050000	347.455074
251.566989	225.000000	26.566989
238.765490	249.950000	11.184510
365.160724	380.000000	14.839276
326.002122	291.000000	35.002122
386.494810	298.000000	88.494810
414.333568	270.000000	144.333568
265.851689	269.000000	3.148311
386.270009	273.000000	113.270009
304.811599	397.900000	93.088401
195.581046	214.000000	18.418954
435.220431	489.990000	54.769569
222.944926	220.000000	2.944926
505.560219	455.000000	50.560219
635.437595	651.000000	15.562405
276.915823	240.000000	36.915823
392.443222	315.000000	77.443222
261.724128	289.000000	27.275872
279.328957	273.000000	6.328957
380.298037	334.950000	45.348037
251.537422	230.000000	21.537422
219.129782	215.000000	4.129782
313.815234	275.000000	38.815234
428.059000	380.000000	48.059000
305.918710	365.000000	59.081290
241.752117	259.900000	18.147883
400.471455	305.000000	95.471455
191.361392	249.000000	57.638608
295.960985	165.000000	130.960985
283.432683	220.000000	63.432683
540.021867	450.000000	90.021867
223.226645	195.700000	27.526645
200.523974	202.000000	1.476026
308.076563	306.000000	2.076563
265.212133	280.000000	14.787867
481.749878	431.000000	50.749878
362.984636	290.000000	72.984636
226.614993	240.000000	13.385007
144.216102	128.000000	16.216102
244.880946	237.200000	7.680946
399.514089	279.000000	120.514089
241.046432	139.500000	101.546432
345.560978	219.000000	126.560978
256.265915	254.000000	2.265915
230.213805	169.950000	60.263805
345.123671	295.000000	50.123671
354.914727	269.950000	84.964727
557.050530	401.500000	155.550530
407.132188	344.200000	62.932188
366.001959	324.000000	42.001959
191.879136	180.000000	11.879136
214.487554	240.000000	25.512446
144.388056	209.000000	64.611944
375.626285	445.000000	69.373715
233.230754	253.000000	19.769246
582.280977	472.000000	110.280977
298.530175	267.500000	31.030175
426.644870	375.000000	51.644870
547.082064	420.000000	127.082064
252.587342	265.000000	12.412658
683.217325	583.500000	99.717325
298.086179	291.000000	7.086179
231.213426	201.000000	30.213426
608.267745	734.000000	125.732255
599.901918	425.000000	174.901918
352.570751	299.900000	52.670751
245.710751	195.000000	50.710751
286.458501	306.000000	19.541499
424.116939	530.000000	105.883061
406.837786	392.500000	14.337786
308.987958	380.000000	71.012042
331.522216	256.750000	74.772216
210.318931	276.000000	65.681069
332.097416	358.500000	26.402584
332.869219	300.000000	32.869219
219.118594	215.000000	4.118594
212.471668	205.000000	7.471668
228.716767	198.400000	30.316767
268.084315	279.900000	11.815685
141.599197	240.000000	98.400803
520.276650	408.000000	112.276650
278.037245	216.000000	62.037245
368.868494	270.000000	98.868494
317.458381	205.000000	112.458381
267.579472	205.000000	62.579472
186.061093	218.000000	31.938907
223.174128	205.000000	18.174128
548.568309	364.900000	183.668309
307.344505	255.000000	52.344505
236.742677	270.000000	33.257323
392.879486	325.000000	67.879486
243.866961	257.000000	13.133039
391.015464	479.000000	87.984536
388.437158	479.900000	91.462842
365.652619	289.000000	76.652619
323.567676	359.950000	36.382324
352.831349	280.000000	72.831349
478.233913	357.000000	121.233913
360.855390	355.000000	5.855390
290.923018	225.000000	65.923018
262.070184	164.000000	98.070184
184.845139	222.500000	37.654861
381.266718	366.400000	14.866718
288.552005	260.000000	28.552005
409.894452	333.000000	76.894452
357.984334	300.000000	57.984334
456.808156	370.000000	86.808156
280.133242	261.500000	18.633242
347.374485	209.950000	137.424485
221.194911	229.950000	8.755089
492.003100	320.000000	172.003100
316.250468	268.000000	48.250468
395.197998	339.950000	55.247998
144.659598	215.150000	70.490402
337.698801	280.000000	57.698801
330.162072	326.000000	4.162072
409.164908	360.000000	49.164908
471.694541	455.500000	16.194541
280.362317	266.950000	13.412317
625.348938	649.000000	23.651062
270.648399	338.950000	68.301601
391.512366	390.000000	1.512366
333.519032	339.950000	6.430968
295.288383	198.900000	96.388383
280.802852	280.000000	0.802852
301.866845	294.000000	7.866845
480.577568	536.000000	55.422432
272.880312	229.999000	42.881312
308.638688	290.000000	18.638688
401.159924	390.000000	11.159924
462.095540	382.000000	80.095540
746.993566	599.950000	147.043566
207.913990	255.000000	47.086010
326.693531	360.000000	33.306469
281.199514	280.000000	1.199514
371.284206	333.000000	38.284206
267.202899	218.500000	48.702899
145.965919	191.000000	45.034081
117.874104	220.000000	102.125896
222.616069	273.500000	50.883931
411.547804	390.000000	21.547804
161.172268	225.500000	64.327732
298.455652	284.000000	14.455652
382.199390	306.000000	76.199390
260.495600	235.000000	25.495600
262.942580	214.950000	47.992580
170.649366	202.950000	32.300634
229.478302	240.000000	10.521698
246.783124	274.950000	28.166876
218.455612	279.000000	60.544388
321.417154	228.950000	92.467154
568.480552	568.450000	0.030552
278.342258	286.000000	7.657742
575.162570	396.500000	178.662570
213.006120	168.500000	44.506120
249.920460	276.750000	26.829540
291.533760	230.000000	61.533760
139.836279	105.000000	34.836279
587.090653	400.000000	187.090653
469.855191	365.000000	104.855191
335.681949	234.950000	100.731949
153.932508	177.000000	23.067492
237.953030	230.000000	7.953030
631.287221	569.950000	61.337221
404.653534	299.000000	105.653534
294.517299	295.000000	0.482701
311.987132	240.000000	71.987132
165.564611	174.950000	9.385389
266.487757	205.000000	61.487757
394.757869	367.000000	27.757869
309.991262	295.000000	14.991262
482.429169	402.000000	80.429169
469.626920	399.950000	69.676920
258.001563	239.000000	19.001563
381.977283	335.000000	46.977283
368.087646	450.000000	81.912354
250.669221	250.000000	0.669221
313.779240	255.000000	58.779240
499.114277	425.000000	74.114277
491.194035	476.000000	15.194035
346.990381	330.000000	16.990381
403.556724	381.500000	22.056724
279.716902	290.000000	10.283098
461.711073	330.000000	131.711073
372.454607	375.000000	2.545393
447.180821	320.000000	127.180821
353.916254	330.000000	23.916254
239.811627	140.000000	99.811627
311.602068	253.000000	58.602068
358.257396	585.000000	226.742604
396.063020	315.000000	81.063020
239.576597	265.000000	25.423403
485.050839	470.000000	15.050839
274.713086	247.500000	27.213086
236.628568	270.000000	33.371432
223.464693	239.950000	16.485307
226.703096	260.000000	33.296904
305.580049	160.000000	145.580049
448.060468	341.950000	106.110468
240.815065	265.000000	24.184935
316.342936	338.000000	21.657064
397.324324	320.000000	77.324324
482.320600	369.000000	113.320600
400.811565	369.950000	30.861565
207.337899	244.500000	37.162101
457.309997	381.000000	76.309997
242.302114	260.000000	17.697886
68.107618	129.000000	60.892382
454.734470	370.000000	84.734470
190.169137	132.825000	57.344137
190.169137	219.950000	29.780863
578.393800	490.000000	88.393800
274.392412	231.000000	43.392412
321.197745	286.000000	35.197745
230.530393	207.500000	23.030393
140.816703	124.740000	16.076703
634.746867	490.000000	144.746867
248.774469	274.950000	26.175531
221.003548	147.500000	73.503548
244.543392	265.950000	21.406608
157.221167	189.950000	32.728833
99.698528	179.900000	80.201472
155.937020	179.950000	24.012980
261.596188	261.000000	0.596188
322.574623	337.000000	14.425377
385.086751	365.000000	20.086751
416.414659	439.950000	23.535341
446.789200	337.000000	109.789200
154.586844	183.000000	28.413156
237.234706	226.500000	10.734706
259.606950	389.900000	130.293050
157.387477	179.950000	22.562523
553.548728	455.000000	98.548728
456.548035	398.950000	57.598035
154.531386	217.000000	62.468614
282.903565	253.500000	29.403565
313.847927	296.500000	17.347927
384.304367	334.500000	49.804367
352.023643	269.950000	82.073643
175.186304	195.000000	19.813696
204.543071	219.000000	14.456929
544.366585	415.000000	129.366585
244.402544	210.000000	34.402544
413.011246	363.000000	50.011246
367.336017	315.000000	52.336017
269.837558	317.950000	48.112442
336.192604	340.000000	3.807396
270.490937	230.000000	40.490937
230.445617	255.000000	24.554383
400.975673	372.000000	28.975673
279.499195	299.950000	20.450805
953.978250	784.500000	169.478250
495.227069	410.000000	85.227069
285.903140	339.000000	53.096860
141.071755	192.000000	50.928245
372.843730	299.500000	73.343730
517.899892	385.000000	132.899892
156.082354	259.000000	102.917646
449.679347	410.000000	39.679347
310.965584	279.000000	31.965584
208.931209	270.000000	61.068791
174.960319	225.000000	50.039681
308.457766	285.000000	23.457766
516.161793	425.000000	91.161793
478.055331	359.500000	118.555331
270.150185	266.490000	3.660185
242.677091	270.000000	27.322909
471.509020	339.950000	131.559020
628.378505	685.000000	56.621495
225.619395	249.900000	24.280605
307.059889	315.000000	7.940111
288.100213	289.000000	0.899787
448.525988	370.000000	78.525988
418.800223	290.000000	128.800223
215.315487	205.000000	10.315487
305.473904	278.000000	27.473904
233.126890	226.000000	7.126890
361.528867	375.000000	13.471133
177.754650	250.000000	72.245350
271.175523	282.000000	10.824477
421.450525	330.000000	91.450525
221.303715	210.000000	11.303715
322.436914	350.000000	27.563086
346.939253	320.000000	26.939253
229.453712	260.000000	30.546288
294.165852	320.000000	25.834148
334.495207	353.000000	18.504793
320.984757	310.000000	10.984757
259.688641	248.000000	11.688641
363.215803	310.000000	53.215803
252.282339	261.950000	9.667661
331.199372	385.000000	53.800628
365.085065	454.950000	89.864935
300.901984	280.000000	20.901984
264.669317	313.200000	48.530683
275.602891	324.950000	49.347109
243.753239	316.475000	72.721761
209.108213	270.000000	60.891787
482.807536	459.950000	22.857536
355.054425	359.950000	4.895575
276.752332	324.500000	47.747668
500.894323	479.349000	21.545323
208.351014	250.000000	41.648986
423.262899	375.000000	48.262899
255.009982	284.000000	28.990018
292.656090	333.700000	41.043910
749.921225	775.000000	25.078775
780.089958	790.000000	9.910042
307.955947	311.850000	3.894053
324.259815	287.000000	37.259815
228.076965	286.950000	58.873035
356.584627	407.000000	50.415373
322.291350	370.950000	48.658650
306.786865	300.000000	6.786865
274.198309	327.000000	52.801691
370.327364	365.000000	5.327364
244.043147	255.500000	11.456853
185.953116	300.000000	114.046884
263.093202	309.000000	45.906798
501.116158	469.950000	31.166158
292.732892	332.000000	39.267108
243.002705	279.500000	36.497295
321.736048	300.000000	21.736048
340.673327	358.000000	17.326673
270.092773	317.750000	47.657227
248.367390	299.950000	51.582610
134.431403	239.950000	105.518597
295.257341	337.500000	42.242659
228.351638	290.000000	61.648362
412.522948	465.000000	52.477052
252.033117	270.000000	17.966883
394.909037	350.000000	44.909037
586.927079	719.000000	132.072921
344.909702	550.000000	205.090298
551.035825	470.000000	81.035825
701.553630	770.000000	68.446370
834.601714	784.000000	50.601714
721.867317	835.000000	113.132683
550.156208	585.188000	35.031792
568.253379	677.900000	109.646621
572.656816	693.000000	120.343184
668.646022	819.900000	151.253978
606.411058	485.000000	121.411058
572.775310	560.000000	12.775310
592.128685	570.000000	22.128685
790.089836	843.000000	52.910164
447.556628	452.000000	4.443372
589.677553	585.000000	4.677553
645.125557	662.000000	16.874443
891.740977	910.000000	18.259023
616.510277	750.000000	133.489723
417.376448	460.000000	42.623552
455.007854	525.000000	69.992146
389.795487	415.000000	25.204513
584.811211	748.000000	163.188789
518.892772	636.000000	117.107228
446.862186	522.000000	75.137814
418.210713	512.000000	93.789287
561.366900	615.000000	53.633100
497.683565	520.000000	22.316435
392.141620	375.000000	17.141620
484.024456	550.000000	65.975544
771.153532	837.700000	66.546468
665.987406	609.000000	56.987406
577.993751	700.000000	122.006249
769.044455	933.399000	164.354545
599.825081	566.000000	33.825081
714.547564	755.000000	40.452436
639.088791	640.000000	0.911209
415.755350	514.000000	98.244650
731.443930	775.000000	43.556070
669.824760	789.500000	119.675240
390.758742	440.000000	49.241258
647.112140	780.000000	132.887860
633.309182	550.000000	83.309182
616.855332	840.000000	223.144668
765.726567	822.500000	56.773433
669.109218	605.000000	64.109218
619.823328	670.000000	50.176672
461.945558	468.000000	6.054442
704.151251	775.000000	70.848749
708.200682	810.000000	101.799318
682.695145	739.900000	57.204855
530.093993	500.000000	30.093993
454.871511	335.000000	119.871511
637.132454	661.000000	23.867546
493.529568	493.000000	0.529568
634.822728	733.000000	98.177272
549.014736	540.000000	9.014736
554.597055	739.000000	184.402945
419.921681	383.000000	36.921681
537.704415	700.000000	162.295585
502.135093	509.250000	7.114907
532.168393	638.500000	106.331607
470.145056	490.000000	19.854944
413.703859	478.000000	64.296141
727.487739	799.000000	71.512261
408.121698	455.000000	46.878302
484.420798	550.000000	65.579202
867.297999	900.000000	32.702001
612.872106	639.000000	26.127894
551.694241	540.000000	11.694241
697.860187	775.000000	77.139813
585.962252	637.250000	51.287748
892.154205	843.500000	48.654205
458.410456	395.000000	63.410456
401.951232	542.000000	140.048768
459.297965	625.000000	165.702035
768.044164	799.950000	31.905836
628.608930	732.350000	103.741070
517.870568	557.500000	39.629432
634.077089	550.000000	84.077089
677.319072	803.000000	125.680928
560.894488	620.000000	59.105512
566.218103	610.000000	43.781897
686.142627	735.000000	48.857373
806.828041	899.000000	92.171959
475.517898	524.000000	48.482102
490.577186	510.000000	19.422814
614.758594	695.500000	80.741406
562.629299	675.000000	112.370701
366.220278	354.000000	12.220278
504.904771	462.600000	42.304771
559.671455	581.000000	21.328545
698.685376	755.000000	56.314624
588.644319	750.000000	161.355681
648.652438	725.000000	76.347562
540.082986	453.000000	87.082986
786.563460	717.550000	69.013460
567.614840	450.000000	117.614840
481.380085	580.000000	98.619915
427.371422	397.500000	29.871422
737.019283	760.000000	22.980717
435.015030	369.950000	65.065030
655.677333	700.000000	44.322667
539.462744	605.000000	65.537256
396.950962	405.000000	8.049038
704.957287	760.000000	55.042713
636.489420	717.000000	80.510580
892.850704	950.000000	57.149296
584.834106	721.000000	136.165894
437.070287	419.500000	17.570287
468.407736	425.000000	43.407736
579.652462	572.000000	7.652462
532.062504	525.000000	7.062504
447.070583	525.000000	77.929417
461.077185	460.000000	1.077185
631.602607	607.000000	24.602607
503.466869	656.000000	152.533131
482.516834	422.500000	60.016834
623.077506	800.000000	176.922494
585.033541	424.240000	160.793541
585.033541	589.950000	4.916459
439.867171	412.500000	27.367171
909.500780	915.000000	5.499220
568.769701	535.000000	33.769701
540.056384	695.000000	154.943616
710.138952	798.000000	87.861048
515.663963	665.000000	149.336037
705.211605	762.500000	57.288395
647.606945	736.000000	88.393055
571.939440	565.000000	6.939440
621.863821	600.000000	21.863821
348.134843	352.500000	4.365157
530.166260	472.000000	58.166260
567.675300	570.000000	2.324700
822.962476	749.400000	73.562476
610.319383	637.000000	26.680617
726.447006	599.000000	127.447006
673.204490	725.000000	51.795510
707.314264	822.000000	114.685736
543.395422	550.000000	6.604578
708.141596	751.000000	42.858404
726.774375	762.500000	35.725625
675.494185	781.000000	105.505815
586.017285	670.000000	83.982715
382.768643	435.000000	52.231357
767.470757	792.000000	24.529243
496.049835	480.000000	16.049835
631.826488	675.000000	43.173512
515.162194	499.000000	16.162194
533.696026	440.000000	93.696026
464.583894	555.000000	90.416106
898.517385	817.500000	81.017385
440.811535	525.000000	84.188465
592.664528	530.000000	62.664528
593.366800	573.000000	20.366800
543.352865	550.000000	6.647135
510.423109	472.500000	37.923109
